path,label,source,y_true,y_prob,y_pred
/home/jms/DFFD/ParentDir/Fake/pggan_v2/train/F_PGN2_09433.png,1,pggan_v2,1.0,1.0,1
/home/jms/DFFD/ParentDir/Fake/stargan/test/F_STGN_1860-31.png,1,stargan,1.0,0.9989967942237854,1
/home/jms/DFFD/ParentDir/Fake/pggan_v1/train/F_PGN1_02536.png,1,pggan_v1,1.0,0.9999998807907104,1
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_13541.png,0,ffhq,0.0,0.2332502156496048,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_06840.png,0,ffhq,0.0,0.2100677341222763,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_08172.png,0,ffhq,0.0,0.10399680584669113,0
/home/jms/DFFD/ParentDir/Fake/pggan_v1/train/F_PGN1_07164.png,1,pggan_v1,1.0,0.9999996423721313,1
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_04549.png,0,ffhq,0.0,0.1818973422050476,0
/home/jms/DFFD/ParentDir/Fake/pggan_v2/train/F_PGN2_06759.png,1,pggan_v2,1.0,0.9998939037322998,1
/home/jms/DFFD/ParentDir/Fake/pggan_v1/test/F_PGN1_17199.png,1,pggan_v1,1.0,0.9999856948852539,1
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_06587.png,0,ffhq,0.0,0.20770251750946045,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_07625.png,0,ffhq,0.0,0.28821685910224915,0
/home/jms/DFFD/ParentDir/Fake/stylegan_ffhq/test/F_SyFQ_18501.png,1,stylegan_ffhq,1.0,0.3400769829750061,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_01744.png,0,ffhq,0.0,0.25013893842697144,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_07094.png,0,ffhq,0.0,0.22302672266960144,0
/home/jms/DFFD/ParentDir/Fake/stargan/train/F_STGN_0772-40.png,1,stargan,1.0,0.9995624423027039,1
/home/jms/DFFD/ParentDir/Fake/stylegan_ffhq/test/F_SyFQ_17153.png,1,stylegan_ffhq,1.0,0.3526500463485718,0
/home/jms/DFFD/ParentDir/Fake/pggan_v1/train/F_PGN1_02801.png,1,pggan_v1,1.0,0.9999915361404419,1
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_04281.png,0,ffhq,0.0,0.12353529781103134,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_05572.png,0,ffhq,0.0,0.3491901755332947,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_13914.png,0,ffhq,0.0,0.21810899674892426,0
/home/jms/DFFD/ParentDir/Real/ffhq/validation/R_FFHQ_10037.png,0,ffhq,0.0,0.33098116517066956,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_02387.png,0,ffhq,0.0,0.15000775456428528,0
/home/jms/DFFD/ParentDir/Fake/pggan_v2/test/F_PGN2_17113.png,1,pggan_v2,1.0,0.9999967813491821,1
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_18500.png,0,ffhq,0.0,0.3219252824783325,0
/home/jms/DFFD/ParentDir/Fake/pggan_v1/test/F_PGN1_13622.png,1,pggan_v1,1.0,0.9999996423721313,1
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_08204.png,0,ffhq,0.0,0.3349187970161438,0
/home/jms/DFFD/ParentDir/Real/ffhq/validation/R_FFHQ_10812.png,0,ffhq,0.0,0.06702996045351028,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_03154.png,0,ffhq,0.0,0.3019528090953827,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_01777.png,0,ffhq,0.0,0.0972331166267395,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_01528.png,0,ffhq,0.0,0.011140399612486362,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_11273.png,0,ffhq,0.0,0.05758044123649597,0
/home/jms/DFFD/ParentDir/Fake/pggan_v1/train/F_PGN1_03483.png,1,pggan_v1,1.0,0.8040014505386353,1
/home/jms/DFFD/ParentDir/Fake/stylegan_ffhq/test/F_SyFQ_16116.png,1,stylegan_ffhq,1.0,0.3439478874206543,0
/home/jms/DFFD/ParentDir/Fake/pggan_v2/validation/F_PGN2_10693.png,1,pggan_v2,1.0,0.9999922513961792,1
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_05962.png,0,ffhq,0.0,0.012446435168385506,0
/home/jms/DFFD/ParentDir/Real/ffhq/validation/R_FFHQ_10061.png,0,ffhq,0.0,0.27094146609306335,0
/home/jms/DFFD/ParentDir/Fake/pggan_v2/test/F_PGN2_15452.png,1,pggan_v2,1.0,0.9999983310699463,1
/home/jms/DFFD/ParentDir/Fake/stargan/validation/F_STGN_1094-38.png,1,stargan,1.0,0.9985119700431824,1
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_04722.png,0,ffhq,0.0,0.20832951366901398,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_06491.png,0,ffhq,0.0,0.2719729542732239,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_00847.png,0,ffhq,0.0,0.468400776386261,0
/home/jms/DFFD/ParentDir/Fake/stylegan_celeba/train/F_SyCA_08076.png,1,stylegan_celeba,1.0,0.9998056292533875,1
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_17234.png,0,ffhq,0.0,0.17027580738067627,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_05368.png,0,ffhq,0.0,0.08226578682661057,0
/home/jms/DFFD/ParentDir/Fake/stylegan_ffhq/test/F_SyFQ_17628.png,1,stylegan_ffhq,1.0,0.3205203413963318,0
/home/jms/DFFD/ParentDir/Fake/stylegan_celeba/train/F_SyCA_07621.png,1,stylegan_celeba,1.0,0.9775057435035706,1
/home/jms/DFFD/ParentDir/Fake/stylegan_celeba/train/F_SyCA_01311.png,1,stylegan_celeba,1.0,0.9999990463256836,1
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_15811.png,0,ffhq,0.0,0.24976687133312225,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_05574.png,0,ffhq,0.0,0.33213409781455994,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_12610.png,0,ffhq,0.0,0.044011157006025314,0
/home/jms/DFFD/ParentDir/Fake/stylegan_ffhq/train/F_SyFQ_03299.png,1,stylegan_ffhq,1.0,0.3526500463485718,0
/home/jms/DFFD/ParentDir/Fake/stargan/test/F_STGN_1492-31.png,1,stargan,1.0,0.9966676831245422,1
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_02008.png,0,ffhq,0.0,0.04139106348156929,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_02746.png,0,ffhq,0.0,0.28588247299194336,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_18985.png,0,ffhq,0.0,0.16369308531284332,0
/home/jms/DFFD/ParentDir/Real/ffhq/validation/R_FFHQ_10469.png,0,ffhq,0.0,0.22619938850402832,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_01349.png,0,ffhq,0.0,0.3479040861129761,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_18491.png,0,ffhq,0.0,0.07097264379262924,0
/home/jms/DFFD/ParentDir/Fake/pggan_v2/validation/F_PGN2_10062.png,1,pggan_v2,1.0,0.9850897789001465,1
/home/jms/DFFD/ParentDir/Fake/stylegan_celeba/test/F_SyCA_11399.png,1,stylegan_celeba,1.0,0.9996562004089355,1
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_09286.png,0,ffhq,0.0,0.2282259166240692,0
/home/jms/DFFD/ParentDir/Fake/stargan/test/F_STGN_1827-21.png,1,stargan,1.0,0.9997929930686951,1
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_02739.png,0,ffhq,0.0,0.06838475912809372,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_02260.png,0,ffhq,0.0,0.133976548910141,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_16749.png,0,ffhq,0.0,0.04915228113532066,0
/home/jms/DFFD/ParentDir/Real/ffhq/train/R_FFHQ_00649.png,0,ffhq,0.0,0.27669569849967957,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_12496.png,0,ffhq,0.0,0.07668448984622955,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_15435.png,0,ffhq,0.0,0.11850043386220932,0
