path,label,source,y_true,y_prob,y_pred
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_17198.png,0,ffhq,0.0,0.3745175898075104,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_16777.png,0,ffhq,0.0,0.17073552310466766,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_17107.png,0,ffhq,0.0,0.7757652401924133,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_00832-1.png,1,faceapp,1.0,0.7170576453208923,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_00409-2.png,1,faceapp,1.0,0.21659356355667114,0
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_01405-1.png,1,faceapp,1.0,0.8118424415588379,1
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_14915.png,0,ffhq,0.0,0.9599836468696594,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_02247-1.png,1,faceapp,1.0,0.9996806383132935,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_01848-1.png,1,faceapp,1.0,0.8421992659568787,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_00725-2.png,1,faceapp,1.0,0.7408686876296997,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_01814-2.png,1,faceapp,1.0,0.5645204782485962,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_01116-3.png,1,faceapp,1.0,0.6808318495750427,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_00584-3.png,1,faceapp,1.0,0.9999709129333496,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_00412-2.png,1,faceapp,1.0,0.9989376664161682,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_01276-2.png,1,faceapp,1.0,0.9956929087638855,1
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_13997.png,0,ffhq,0.0,0.1092144027352333,0
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_01841-2.png,1,faceapp,1.0,0.8905342221260071,1
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_15589.png,0,ffhq,0.0,0.5113275647163391,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_00435-3.png,1,faceapp,1.0,0.6287320256233215,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_00508-2.png,1,faceapp,1.0,0.5061826109886169,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_01959-2.png,1,faceapp,1.0,0.26965057849884033,0
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_00807-3.png,1,faceapp,1.0,0.9990966320037842,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_01747-1.png,1,faceapp,1.0,0.061766672879457474,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_17230.png,0,ffhq,0.0,0.13948632776737213,0
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_00658-1.png,1,faceapp,1.0,0.73005211353302,1
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_15139.png,0,ffhq,0.0,0.5105804800987244,1
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_12339.png,0,ffhq,0.0,0.10583819448947906,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_17440.png,0,ffhq,0.0,0.21490943431854248,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_14247.png,0,ffhq,0.0,0.040526051074266434,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_17391.png,0,ffhq,0.0,0.42273440957069397,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_18515.png,0,ffhq,0.0,0.14979206025600433,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_19101.png,0,ffhq,0.0,0.12343774735927582,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_12244.png,0,ffhq,0.0,0.3251972198486328,0
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_01891-1.png,1,faceapp,1.0,0.9608607292175293,1
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_17435.png,0,ffhq,0.0,0.07563581317663193,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_15609.png,0,ffhq,0.0,0.046211738139390945,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_18207.png,0,ffhq,0.0,0.6997246146202087,1
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_00954-2.png,1,faceapp,1.0,0.17423087358474731,0
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_00899-1.png,1,faceapp,1.0,0.999984622001648,1
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_18573.png,0,ffhq,0.0,0.18419159948825836,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_13054.png,0,ffhq,0.0,0.13548175990581512,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_14716.png,0,ffhq,0.0,0.13808673620224,0
/home/jms/DFFD/ParentDir/Fake/faceapp/test/F_FAP1_01362-1.png,1,faceapp,1.0,0.9894917011260986,1
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_13926.png,0,ffhq,0.0,0.15872284770011902,0
/home/jms/DFFD/ParentDir/Real/ffhq/test/R_FFHQ_11039.png,0,ffhq,0.0,0.1913200467824936,0
